10420	11330	shouldershrug
16320	18530	ebr
31270	34290	ebr
19960	20610	ebr
101287	102912	to
101287	102912	reduce
101287	102912	the
101287	102912	risk
103047	106052	that
103047	106052	any
103047	106052	
103047	106052	other
103047	106052	
103047	106052	health
103047	106052	care
103047	106052	worker
103047	106052	
103047	106052	becomes
103047	106052	infected
97355	99167	all
97355	99167	of
97355	99167	us
97355	99167	have
97355	99167	to
97355	99167	work
97355	99167	together
99448	101208	to
99448	101208	do
99448	101208	
99448	101208	whatevers
99448	101208	possible
94754	96610	and
94754	96610	now
94754	96610	she
94754	96610	has
94754	96610	become
94754	96610	infected
90601	94300	she
90601	94300	was
90601	94300	there
90601	94300	
90601	94300	trying
90601	94300	to
90601	94300	help
90601	94300	
90601	94300	the
90601	94300	first
90601	94300	patient
90601	94300	survive
85749	89512	that
85749	89512	a
85749	89512	health
85749	89512	care
85749	89512	worker
85749	89512	became
85749	89512	infected
85749	89512	in
85749	89512	the
85749	89512	care
85749	89512	of
85749	89512	an
85749	89512	ebola
85749	89512	
85749	89512	patient
84707	85418	i
84707	85418	feel
84707	85418	awful
78692	82101	for
78692	82101	improving
78692	82101	the
78692	82101	safety
78692	82101	of
78692	82101	those
78692	82101	on
78692	82101	the
78692	82101	front
78692	82101	lines
75306	78692	what
75306	78692	we
75306	78692	need
75306	78692	to
75306	78692	do
75306	78692	is
75306	78692	all
75306	78692	take
75306	78692	responsibility
19010	19400	nod
18190	18580	nod
17540	18050	shake
14170	16360	ttr
19990	20300	nod
45720	47760	right
34640	45720	right
34640	35710	pr
35710	45720	stro
46620	47460	stro
45730	46620	pr
47465	47760	re
52540	54135	and
52540	54135	found
52540	54135	inconsistencies
54135	56203	about
54135	56203	the
54135	56203	kinds
54135	56203	of
54135	56203	protective
54135	56203	gear
54135	56203	she
54135	56203	wore
56520	58090	ahm
56520	58090	how
56520	58090	she
56520	58090	put
56520	58090	this
56520	58090	gear
56520	58090	on
58120	59450	how
58120	59450	she
58120	59450	removed
58120	59450	it
66860	70860	that
66860	70860	that
66860	70860	a
66860	70860	number
66860	70860	of
66860	70860	people
66860	70860	were
66860	70860	saying
66860	70860	was
66860	70860	absolutely
66860	70860	blaming
66860	70860	the
66860	70860	nurses
49172	52240	that
49172	52240	cdc
49172	52240	detectives
49172	52240	talked
49172	52240	to
49172	52240	the
49172	52240	nurse
49172	52240	serveral
49172	52240	times
71025	73045	who
71025	73045	are
71025	73045	treating
71025	73045	these
71025	73045	ebola
71025	73045	patients
73150	73790	here
73150	73790	he
73150	73790	was
59569	60849	but
59569	60849	let
59569	60849	me
59569	60849	share
59569	60849	this
59569	60849	with
59569	60849	you
60850	63950	just
60850	63950	this
60850	63950	morning
60850	63950	cdc
60850	63950	director
60850	63950	tom
60850	63950	frieden
60850	63950	clarified
63950	66860	his
63950	66860	comments
63950	66860	about
63950	66860	this
63950	66860	socalled
63950	66860	protocol
63950	66860	breach
35200	37650	the
35200	37650	cdc
35200	37650	however
35200	37650	is
35200	37650	not
35200	37650	so
35200	37650	certain
32448	34822	and
32448	34822	that
32448	34822	she
32448	34822	followed
32448	34822	all
32448	34822	the
32448	34822	proper
32448	34822	protocols
41115	43203	ah
41115	43203	although
41115	43203	it
41115	43203	cannot
41115	43203	pinpoint
41115	43203	that
37923	41099	ah
37923	41099	it
37923	41099	believes
37923	41099	there
37923	41099	was
37923	41099	some
37923	41099	kind
37923	41099	of
37923	41099	breach
24440	27790	her
24440	27790	case
24440	27790	is
24440	27790	the
24440	27790	first
24440	27790	known
24440	27790	transmission
24440	27790	in
24440	27790	the
24440	27790	us
21140	24230	this
21140	24230	nurse
21140	24230	works
21140	24230	at
21140	24230	texas
21140	24230	health
21140	24230	presbyterian
29335	32075	she
29335	32075	had
29335	32075	a
29335	32075	number
29335	32075	of
29335	32075	contacts
29335	32075	with
29335	32075	duncan
27880	29290	hospital
27880	29290	officials
27880	29290	say
46507	49172	ah
46507	49172	a
46507	49172	source
46507	49172	with
46507	49172	direct
46507	49172	knowledge
46507	49172	of
46507	49172	the
46507	49172	case
46507	49172	tells
46507	49172	cnn
43203	46195	that
43203	46195	was
43203	46195	the
43203	46195	phraseology
43203	46195	from
43203	46195	that
43203	46195	news
43203	46195	conference
43203	46195	yesterday
6262	7238	wolf
6262	7238	
6262	7238	thank
6262	7238	you
6262	7238	so
6262	7238	much
9759	10742	im
9759	10742	brooke
9759	10742	baldwin
7238	9759	great
7238	9759	to
7238	9759	s
7238	9759	see
7238	9759	all
7238	9759	of
7238	9759	you
7238	9759	err
7238	9759	on
7238	9759	this
7238	9759	monday
7238	9759	afternoon
11815	13264	after
11815	13264	liberian
11815	13264	ebola
11815	13264	patient
11063	11783	less
11063	11783	in
11063	11783	a
11063	11783	week
14330	16143	died
14330	16143	inside
14330	16143	that
14330	16143	dallas
14330	16143	hospital
13265	14330	thomas
13265	14330	eric
13265	14330	duncan
19935	21070	heres
19935	21070	what
19935	21070	we
19935	21070	can
19935	21070	tell
19935	21070	you
16355	19645	one
16355	19645	of
16355	19645	the
16355	19645	nurses
16355	19645	who
16355	19645	treated
16355	19645	him
16355	19645	is
16355	19645	infected
16355	19645	with
16355	19645	this
16355	19645	deadly
16355	19645	virus
43215	44570	down
43215	44570	at
43215	44570	gesturing
43215	44570	hand
35245	43215	camera
44580	44880	down
44885	52145	camera
52150	52650	closed
6150	18230	camera
18490	20650	camera
18230	18490	downclosed
34805	35245	right
30580	34800	camera
